label,meanSVMAcc,meanXAcc,meanYAcc,meanZAcc,maxSVMAcc,maxXAcc,maxYAcc,maxZAcc,minSVMAcc,minXAcc,minYAcc,minZAcc,stdSVMAcc,stdXAcc,stdYAcc,stdZAcc,meanPeak
0,26.769,310.94,23.132,26.5,30,394.34,42.276,60.359,21.951,214.28,8.0595,-19.924,2.1547,50.708,10.034,22.899,28.304
0,25.221,330.95,-5.364,-0.29888,32.594,450.29,31.929,74.974,16.61,131.56,-47.728,-73.436,3.8322,94.29,20.668,35.997,29.152
0,28.009,388.34,11.315,-0.73512,34.356,499.93,44.424,66.197,18.609,188.7,-20.947,-100.46,3.6836,79.479,23.873,52.517,33.206
0,28.242,324.86,31.368,51.233,35.427,473.15,47.279,112.08,18.533,154.93,1.4352,15.366,4.1969,85.239,13.484,24.698,34.034
0,24.903,305.96,-0.19665,8.3056,29.939,428.25,27.04,51.991,17.46,156.63,-39.801,-77.62,2.8482,60.148,19.944,36.711,27.081
0,28.853,377.54,26.668,17.598,34.078,477.99,64.175,95.964,18.582,137.67,-3.3694,-66.587,3.3593,79.461,19.776,48.274,33.277
0,28.019,331.32,25.876,42.331,33.275,435.78,42.59,87.942,17.097,154.97,0.063585,-42.965,3.7669,71.56,10.375,34.358,32.492
0,25.976,339.44,24.53,-21.882,31.729,453.47,67.647,-2.7699,17.534,171.01,-9.3053,-34.656,3.0914,55.37,26.837,9.6689,30.522
0,27.067,346.01,38.66,-15.931,29.436,435.13,57.519,9.0735,19.561,155.35,-4.8119,-74.416,2.2154,60.663,19.587,23.28,28.783
0,27.825,348.04,42.429,6.3349,33.097,440.23,80.016,53.743,15.975,172.44,-35.385,-43.177,4.4348,65.567,38.471,29.086,32.523
0,25.845,318.37,-4.334,22.186,28.585,431.29,5.0278,53.417,21.225,218.64,-12.639,-20.297,2.1344,56.491,4.8492,19.767,27.449
0,26.123,344.03,17.494,-14.872,33.343,485.21,41.446,69.176,17.84,142.13,-3.5897,-115.88,3.3249,82.393,11.8,49.844,30.92
0,27.413,366.7,8.7161,8.0858,33.78,485.28,37.745,66.061,20.207,177.56,-38.312,-88.266,3.9712,76.518,29.036,44.842,32.704
0,26.039,316.03,-0.77963,27.999,31.423,439.53,19.145,58.337,20.572,227.92,-17.762,-16.615,2.9308,62.037,9.055,20.891,30.315
0,26.149,325.31,23.935,-5.5287,29.359,418.5,44.984,33.641,19.845,161.6,8.3879,-113.36,1.9337,62.096,10.198,45.096,28.377
0,27.448,371.96,5.048,5.9047,33.153,461.58,47.481,58.999,18.395,168.83,-54.045,-57.098,3.5575,68.947,36.137,37.045,32.266
0,26.787,316.77,5.3468,39.598,31.224,388.83,35.308,82.101,19.09,170.86,-3.3601,9.8524,2.4495,46.647,10.726,19.31,29.854
0,27.499,338.75,32.816,9.0239,31.993,479.73,55.004,52.573,19.718,148.43,6.2461,-67.385,2.2559,74.914,13.783,35.665,28.609
0,28.88,359.33,27.437,39.192,34.373,465.72,49.646,98.262,15.687,162.53,-23.624,-49.72,4.2638,72.506,22.866,43.378,33.564
0,26.059,308.56,8.5628,24.64,29.306,387.28,21.85,63.585,20.426,199.66,-11.914,-8.0305,2.1273,45.509,8.1293,21.33,27.721
0,27.292,353.6,35.075,-9.8963,34.376,478.89,60.083,65.671,17.818,135.52,9.6796,-107.12,3.5953,86.547,14.334,47.782,32.582
0,27.855,353.68,24.802,20.437,35.025,472.98,65.908,77.942,17.714,175.74,-38.034,-67.424,4.7185,81.968,34.677,43.551,33.893
0,26.449,315.02,10.838,25.699,29.791,393.8,21.413,59.279,22.49,219.21,3.3732,-15.276,1.8994,43.936,4.5282,20.964,27.593
0,27.212,347.1,39.189,-11.967,33.652,496.74,66.036,63.637,18.692,154.95,12.207,-93.527,2.8794,75.431,13.774,39.331,28.68
0,27.665,347.77,22.955,17.636,31.908,440.65,41.688,48.827,18.6,184.13,-1.366,-21.757,3.3965,66.087,16.458,21.611,31.454
